Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-05-05,249.05999755859375,249.5,245.82000732421875,246.47000122070312,21901300,0,0
2021-05-06,246.4499969482422,249.86000061035156,244.69000244140625,249.72999572753906,26491100,0,0
2021-05-07,252.14999389648438,254.3000030517578,251.1699981689453,252.4600067138672,27010100,0,0
2021-05-10,250.8699951171875,251.72999572753906,247.1199951171875,247.17999267578125,29273400,0,0
2021-05-11,244.5500030517578,246.58999633789062,242.57000732421875,246.4499969482422,27358509,0,0
